Confidence,Image_name,Name
0.519879951,Blur-Tools/tape2.jpg,Hat
0.559785309,Blur-Tools/tape3.jpg,Accessories
0.559785309,Blur-Tools/tape3.jpg,Bead
,Blur-Tools/tape4.jpg,No Result
,Blur-Tools/tape5.jpg,No Result
,Blur-Tools/wrench1.jpg,No Result
,Blur-Tools/wrench2.jpg,No Result
,Blur-Tools/wrench3.jpg,No Result
,Blur-Tools/wrench4.jpg,No Result
,Blur-Tools/wrench5.jpg,No Result
,BW-Tools/axe1.jpg,No Result
,BW-Tools/axe2.jpg,No Result
0.874677582,BW-Tools/axe3.jpg,Silhouette
0.516758423,BW-Tools/axe3.jpg,Text
,BW-Tools/axe4.jpg,No Result
,BW-Tools/axe5.jpg,No Result
0.544114456,BW-Tools/flash1.jpg,Flashlight
,BW-Tools/flash2.jpg,No Result
0.553995361,BW-Tools/flash3.jpg,LED
0.553995361,BW-Tools/flash3.jpg,Lighting
0.553995361,BW-Tools/flash3.jpg,Spotlight
0.551272392,BW-Tools/flash3.jpg,Silhouette
,BW-Tools/flash4.jpg,No Result
0.51323349,BW-Tools/flash5.jpg,Clothing
0.51323349,BW-Tools/flash5.jpg,Footwear
0.505373726,BW-Tools/flash5.jpg,Text
,BW-Tools/hammer1.jpg,No Result
0.668592834,BW-Tools/hammer2.jpg,Clothing
0.668592834,BW-Tools/hammer2.jpg,Footwear
0.668592834,BW-Tools/hammer2.jpg,High Heel
0.668592834,BW-Tools/hammer2.jpg,Shoe
,BW-Tools/hammer3.jpg,No Result
,BW-Tools/hammer4.jpg,No Result
,BW-Tools/hammer5.jpg,No Result
0.508126602,BW-Tools/plier1.jpg,Text
0.552071152,BW-Tools/plier2.jpg,Letter
0.552071152,BW-Tools/plier2.jpg,Text
0.518034401,BW-Tools/plier3.jpg,Silhouette
0.970700531,BW-Tools/plier4.jpg,Stencil
0.974571609,BW-Tools/plier5.jpg,Autograph
0.974571609,BW-Tools/plier5.jpg,Handwriting
0.974571609,BW-Tools/plier5.jpg,Signature
0.974571609,BW-Tools/plier5.jpg,Text
0.508592796,BW-Tools/plier5.jpg,Hand
,BW-Tools/saw1.jpg,No Result
0.526283379,BW-Tools/saw2.jpg,Glasses
0.508835602,BW-Tools/saw2.jpg,Sunglasses
0.514644432,BW-Tools/saw3.jpg,Hand
0.510537758,BW-Tools/saw3.jpg,Accessories
,BW-Tools/saw4.jpg,No Result
,BW-Tools/saw5.jpg,No Result
,BW-Tools/scissor1.jpg,No Result
0.875232239,BW-Tools/scissor2.jpg,Key
0.508011589,BW-Tools/scissor2.jpg,Glasses
0.505427017,BW-Tools/scissor2.jpg,Text
0.872373276,BW-Tools/scissor3.jpg,Key
0.519575768,BW-Tools/scissor3.jpg,Glasses
,BW-Tools/scissor4.jpg,No Result
0.514071465,BW-Tools/scissor5.jpg,Flying
0.510092812,BW-Tools/scissor5.jpg,Text
0.506388664,BW-Tools/scissor5.jpg,Letter
,BW-Tools/screw1.jpg,No Result
0.885821838,BW-Tools/screw2.jpg,Clarinet
0.885821838,BW-Tools/screw2.jpg,Leisure Activities
0.885821838,BW-Tools/screw2.jpg,Music
0.885821838,BW-Tools/screw2.jpg,Musical Instrument
0.53276413,BW-Tools/screw2.jpg,Label
0.53276413,BW-Tools/screw2.jpg,Text
0.530546646,BW-Tools/screw2.jpg,Adapter
0.530546646,BW-Tools/screw2.jpg,Connector
0.530546646,BW-Tools/screw2.jpg,Electrical Device
0.508066063,BW-Tools/screw3.jpg,Text
0.944444504,BW-Tools/screw4.jpg,Adapter
0.944444504,BW-Tools/screw4.jpg,Connector
0.944444504,BW-Tools/screw4.jpg,Electrical Device
0.944444504,BW-Tools/screw4.jpg,Plug
,BW-Tools/screw5.jpg,No Result
,BW-Tools/shovel1.jpg,No Result
0.525175095,BW-Tools/shovel2.jpg,Text
0.50739975,BW-Tools/shovel2.jpg,Silhouette
0.835906296,BW-Tools/shovel3.jpg,Crucifix
0.835906296,BW-Tools/shovel3.jpg,Emblem
0.820417252,BW-Tools/shovel4.jpg,Shovel
0.525427094,BW-Tools/shovel4.jpg,Sunglasses
0.945710144,BW-Tools/shovel5.jpg,Shovel
0.507468834,BW-Tools/shovel5.jpg,Text
0.50517601,BW-Tools/shovel5.jpg,Sunglasses
0.96723793,BW-Tools/tape1.jpg,Stencil
0.990914307,BW-Tools/tape2.jpg,Stencil
0.618753014,BW-Tools/tape2.jpg,Beanie
0.618753014,BW-Tools/tape2.jpg,Cap
0.618753014,BW-Tools/tape2.jpg,Clothing
0.618753014,BW-Tools/tape2.jpg,Hat
0.537097473,BW-Tools/tape2.jpg,Adapter
0.537097473,BW-Tools/tape2.jpg,Connector
0.537097473,BW-Tools/tape2.jpg,Electrical Device
0.521944275,BW-Tools/tape3.jpg,Text
0.513133278,BW-Tools/tape3.jpg,Letter
0.753201904,BW-Tools/tape4.jpg,Stencil
0.514534454,BW-Tools/tape5.jpg,Text
0.510397072,BW-Tools/wrench1.jpg,Accessories
0.506191444,BW-Tools/wrench1.jpg,Text
,BW-Tools/wrench2.jpg,No Result
,BW-Tools/wrench3.jpg,No Result
,BW-Tools/wrench4.jpg,No Result
0.506929855,BW-Tools/wrench5.jpg,Text
,Charcol-Tools/axe1.jpg,No Result
0.960361176,Charcol-Tools/axe2.jpg,Key
0.931987381,Charcol-Tools/axe3.jpg,Art
0.931987381,Charcol-Tools/axe3.jpg,Doodle
0.931987381,Charcol-Tools/axe3.jpg,Drawing
0.883516693,Charcol-Tools/axe3.jpg,Ornament
0.507762718,Charcol-Tools/axe3.jpg,Modern Art
,Charcol-Tools/axe4.jpg,No Result
,Charcol-Tools/axe5.jpg,No Result
0.520502968,Charcol-Tools/flash1.jpg,Emblem
0.762808685,Charcol-Tools/flash2.jpg,Electrical Device
0.762808685,Charcol-Tools/flash2.jpg,Fuse
0.592505112,Charcol-Tools/flash2.jpg,Army
0.592505112,Charcol-Tools/flash2.jpg,Human
0.592505112,Charcol-Tools/flash2.jpg,Military
0.592505112,Charcol-Tools/flash2.jpg,Military Uniform
0.592505112,Charcol-Tools/flash2.jpg,Person
0.592505112,Charcol-Tools/flash2.jpg,Soldier
0.592505112,Charcol-Tools/flash2.jpg,Tank
0.592505112,Charcol-Tools/flash2.jpg,Transportation
0.592505112,Charcol-Tools/flash2.jpg,Vehicle
0.555975685,Charcol-Tools/flash2.jpg,Bassoon
0.555975685,Charcol-Tools/flash2.jpg,Leisure Activities
0.555975685,Charcol-Tools/flash2.jpg,Music
0.555975685,Charcol-Tools/flash2.jpg,Musical Instrument
0.555975685,Charcol-Tools/flash2.jpg,Oboe
0.523882561,Charcol-Tools/flash2.jpg,Cruiser
0.523882561,Charcol-Tools/flash2.jpg,Navy
0.523882561,Charcol-Tools/flash2.jpg,Ship
0.523882561,Charcol-Tools/flash2.jpg,Vessel
0.523882561,Charcol-Tools/flash2.jpg,Watercraft
0.523224945,Charcol-Tools/flash2.jpg,Destroyer
0.514892464,Charcol-Tools/flash2.jpg,Emblem
0.50949646,Charcol-Tools/flash2.jpg,Engine
0.50949646,Charcol-Tools/flash2.jpg,Machine
0.50949646,Charcol-Tools/flash2.jpg,Motor
0.526652756,Charcol-Tools/flash3.jpg,Paper
0.518605118,Charcol-Tools/flash3.jpg,Page
0.518605118,Charcol-Tools/flash3.jpg,Text
0.517007103,Charcol-Tools/flash3.jpg,Emblem
,Charcol-Tools/flash4.jpg,No Result
0.658876343,Charcol-Tools/flash5.jpg,Bling
0.658876343,Charcol-Tools/flash5.jpg,Jewelry
0.658876343,Charcol-Tools/flash5.jpg,Ornament
,Charcol-Tools/hammer1.jpg,No Result
0.960703812,Charcol-Tools/hammer2.jpg,Art
0.960703812,Charcol-Tools/hammer2.jpg,Doodle
0.960703812,Charcol-Tools/hammer2.jpg,Drawing
0.508925629,Charcol-Tools/hammer2.jpg,Arabesque Pattern
0.508925629,Charcol-Tools/hammer2.jpg,Ornament
0.508417358,Charcol-Tools/hammer2.jpg,Emblem
0.521861382,Charcol-Tools/hammer3.jpg,Emblem
0.976189575,Charcol-Tools/hammer4.jpg,Key
0.834251404,Charcol-Tools/hammer5.jpg,Key
0.559690666,Charcol-Tools/hammer5.jpg,Finger
0.66000351,Charcol-Tools/plier1.jpg,Logo
0.66000351,Charcol-Tools/plier1.jpg,Trademark
0.521107559,Charcol-Tools/plier1.jpg,Emblem
,Charcol-Tools/plier2.jpg,No Result
0.589070015,Charcol-Tools/plier3.jpg,Emblem
0.544039803,Charcol-Tools/plier3.jpg,Finger
0.928048706,Charcol-Tools/plier4.jpg,Stencil
0.576782112,Charcol-Tools/plier4.jpg,Emblem
0.676115036,Charcol-Tools/plier5.jpg,Hand
0.965983658,Charcol-Tools/saw1.jpg,Calligraphy
0.965983658,Charcol-Tools/saw1.jpg,Handwriting
0.965983658,Charcol-Tools/saw1.jpg,Text
0.519379501,Charcol-Tools/saw1.jpg,Emblem
,Charcol-Tools/saw2.jpg,No Result
0.556321678,Charcol-Tools/saw3.jpg,Text
0.519848328,Charcol-Tools/saw3.jpg,Ornament
0.508092041,Charcol-Tools/saw3.jpg,Label
0.506175995,Charcol-Tools/saw3.jpg,Art
0.506175995,Charcol-Tools/saw3.jpg,Doodle
0.506175995,Charcol-Tools/saw3.jpg,Drawing
,Charcol-Tools/saw4.jpg,No Result
0.766330261,Charcol-Tools/saw5.jpg,Diagram
0.766330261,Charcol-Tools/saw5.jpg,Plan
0.559717484,Charcol-Tools/saw5.jpg,Sign
0.557212715,Charcol-Tools/saw5.jpg,Art
0.557212715,Charcol-Tools/saw5.jpg,Drawing
0.550830307,Charcol-Tools/saw5.jpg,Label
0.550830307,Charcol-Tools/saw5.jpg,Text
,Charcol-Tools/scissor1.jpg,No Result
0.523791733,Charcol-Tools/scissor2.jpg,Text
0.982670364,Charcol-Tools/scissor3.jpg,Key
0.522011108,Charcol-Tools/scissor4.jpg,Emblem
0.527681274,Charcol-Tools/scissor5.jpg,Emblem
0.507306633,Charcol-Tools/scissor5.jpg,Architecture
0.507306633,Charcol-Tools/scissor5.jpg,Building
0.507306633,Charcol-Tools/scissor5.jpg,Spire
0.507306633,Charcol-Tools/scissor5.jpg,Steeple
0.507306633,Charcol-Tools/scissor5.jpg,Tower
,Charcol-Tools/screw1.jpg,No Result
0.508359604,Charcol-Tools/screw2.jpg,Emblem
,Charcol-Tools/screw3.jpg,No Result
0.98331337,Charcol-Tools/screw4.jpg,Key
0.516991806,Charcol-Tools/screw4.jpg,Emblem
0.922954102,Charcol-Tools/screw5.jpg,Emblem
0.922954102,Charcol-Tools/screw5.jpg,Spear
0.922954102,Charcol-Tools/screw5.jpg,Trident
0.922954102,Charcol-Tools/screw5.jpg,Weapon
0.783532333,Charcol-Tools/shovel1.jpg,Logo
0.783532333,Charcol-Tools/shovel1.jpg,Trademark
0.763579483,Charcol-Tools/shovel1.jpg,Emblem
0.800169449,Charcol-Tools/shovel2.jpg,Clarinet
0.800169449,Charcol-Tools/shovel2.jpg,Leisure Activities
0.800169449,Charcol-Tools/shovel2.jpg,Music
0.800169449,Charcol-Tools/shovel2.jpg,Musical Instrument
0.829321289,Charcol-Tools/shovel3.jpg,Bling
0.829321289,Charcol-Tools/shovel3.jpg,Jewelry
0.829321289,Charcol-Tools/shovel3.jpg,Ornament
0.572346878,Charcol-Tools/shovel4.jpg,Hand
0.563005028,Charcol-Tools/shovel4.jpg,Bling
0.563005028,Charcol-Tools/shovel4.jpg,Jewelry
0.563005028,Charcol-Tools/shovel4.jpg,Ornament
0.511955681,Charcol-Tools/shovel5.jpg,Badge
0.511955681,Charcol-Tools/shovel5.jpg,Emblem
0.511955681,Charcol-Tools/shovel5.jpg,Logo
0.511955681,Charcol-Tools/shovel5.jpg,Trademark
0.531300964,Charcol-Tools/tape1.jpg,Art
0.531300964,Charcol-Tools/tape1.jpg,Doodle
0.531300964,Charcol-Tools/tape1.jpg,Drawing
0.542638893,Charcol-Tools/tape2.jpg,Baseball Cap
0.542638893,Charcol-Tools/tape2.jpg,Cap
0.542638893,Charcol-Tools/tape2.jpg,Clothing
0.542638893,Charcol-Tools/tape2.jpg,Hat
0.527985878,Charcol-Tools/tape2.jpg,Bling
0.527985878,Charcol-Tools/tape2.jpg,Jewelry
0.527985878,Charcol-Tools/tape2.jpg,Ornament
0.507147713,Charcol-Tools/tape2.jpg,Emblem
,Charcol-Tools/tape3.jpg,No Result
0.507925758,Charcol-Tools/tape4.jpg,Emblem
0.992612381,Charcol-Tools/tape5.jpg,Key
,Charcol-Tools/wrench1.jpg,No Result
0.922629929,Charcol-Tools/wrench2.jpg,Bassoon
0.922629929,Charcol-Tools/wrench2.jpg,Leisure Activities
0.922629929,Charcol-Tools/wrench2.jpg,Music
0.922629929,Charcol-Tools/wrench2.jpg,Musical Instrument
0.922629929,Charcol-Tools/wrench2.jpg,Oboe
,Charcol-Tools/wrench3.jpg,No Result
,Charcol-Tools/wrench4.jpg,No Result
0.744914322,Charcol-Tools/wrench5.jpg,Horn
0.744914322,Charcol-Tools/wrench5.jpg,Leisure Activities
0.744914322,Charcol-Tools/wrench5.jpg,Music
0.744914322,Charcol-Tools/wrench5.jpg,Musical Instrument
0.551755371,Charcol-Tools/wrench5.jpg,Drive Shaft
0.551755371,Charcol-Tools/wrench5.jpg,Machine
,Edge-Tools/axe1.jpg,No Result
0.518374977,Edge-Tools/axe2.jpg,Bling
0.518374977,Edge-Tools/axe2.jpg,Jewelry
0.518374977,Edge-Tools/axe2.jpg,Ornament
0.507527046,Edge-Tools/axe2.jpg,Sunglasses
0.794723892,Edge-Tools/axe3.jpg,Asphalt
0.794723892,Edge-Tools/axe3.jpg,Tarmac
0.522870369,Edge-Tools/axe3.jpg,Art
0.525639877,Edge-Tools/axe4.jpg,Bling
0.525639877,Edge-Tools/axe4.jpg,Jewelry
0.525639877,Edge-Tools/axe4.jpg,Ornament
0.937233963,Edge-Tools/axe5.jpg,Ice
0.937233963,Edge-Tools/axe5.jpg,Icicle
0.937233963,Edge-Tools/axe5.jpg,Outdoors
0.937233963,Edge-Tools/axe5.jpg,Snow
0.937233963,Edge-Tools/axe5.jpg,Winter
0.88504776,Edge-Tools/axe5.jpg,Hook
0.519475327,Edge-Tools/flash1.jpg,Horn
0.519475327,Edge-Tools/flash1.jpg,Leisure Activities
0.519475327,Edge-Tools/flash1.jpg,Music
0.519475327,Edge-Tools/flash1.jpg,Musical Instrument
0.510666962,Edge-Tools/flash1.jpg,Bling
0.510666962,Edge-Tools/flash1.jpg,Jewelry
0.510666962,Edge-Tools/flash1.jpg,Ornament
0.506395416,Edge-Tools/flash2.jpg,Emblem
0.919149323,Edge-Tools/flash3.jpg,Night
0.919149323,Edge-Tools/flash3.jpg,Outdoors
0.519330368,Edge-Tools/flash3.jpg,Light
0.508856468,Edge-Tools/flash3.jpg,Building
0.508856468,Edge-Tools/flash3.jpg,City
0.508856468,Edge-Tools/flash3.jpg,Town
0.508856468,Edge-Tools/flash3.jpg,Urban
0.506096001,Edge-Tools/flash3.jpg,Architecture
,Edge-Tools/flash4.jpg,No Result
0.56528492,Edge-Tools/flash5.jpg,Bling
0.56528492,Edge-Tools/flash5.jpg,Jewelry
0.56528492,Edge-Tools/flash5.jpg,Ornament
0.95093895,Edge-Tools/hammer1.jpg,Light
0.95093895,Edge-Tools/hammer1.jpg,Neon
0.896998901,Edge-Tools/hammer1.jpg,Night
0.896998901,Edge-Tools/hammer1.jpg,Outdoors
0.70478241,Edge-Tools/hammer1.jpg,Sign
0.570654869,Edge-Tools/hammer1.jpg,Freeway
0.570654869,Edge-Tools/hammer1.jpg,Highway
0.570654869,Edge-Tools/hammer1.jpg,Road
0.513034744,Edge-Tools/hammer1.jpg,Building
0.513034744,Edge-Tools/hammer1.jpg,City
0.513034744,Edge-Tools/hammer1.jpg,Town
0.513034744,Edge-Tools/hammer1.jpg,Urban
0.507277718,Edge-Tools/hammer1.jpg,Architecture
0.591631546,Edge-Tools/hammer2.jpg,Astronomy
0.591631546,Edge-Tools/hammer2.jpg,Outer Space
0.591631546,Edge-Tools/hammer2.jpg,Space
0.591631546,Edge-Tools/hammer2.jpg,Universe
0.770408478,Edge-Tools/hammer3.jpg,Light
0.511699867,Edge-Tools/hammer3.jpg,Art
0.511699867,Edge-Tools/hammer3.jpg,Modern Art
,Edge-Tools/hammer4.jpg,No Result
,Edge-Tools/hammer5.jpg,No Result
0.582795677,Edge-Tools/plier1.jpg,Bling
0.582795677,Edge-Tools/plier1.jpg,Jewelry
0.582795677,Edge-Tools/plier1.jpg,Ornament
,Edge-Tools/plier2.jpg,No Result
0.635389786,Edge-Tools/plier3.jpg,Emblem
0.579040718,Edge-Tools/plier3.jpg,Ornament
0.579040718,Edge-Tools/plier3.jpg,Pendant
0.72054512,Edge-Tools/plier4.jpg,Bling
0.72054512,Edge-Tools/plier4.jpg,Jewelry
0.72054512,Edge-Tools/plier4.jpg,Ornament
0.671064072,Edge-Tools/plier4.jpg,Logo
0.671064072,Edge-Tools/plier4.jpg,Trademark
0.666320038,Edge-Tools/plier4.jpg,Clarinet
0.666320038,Edge-Tools/plier4.jpg,Leisure Activities
0.666320038,Edge-Tools/plier4.jpg,Music
0.666320038,Edge-Tools/plier4.jpg,Musical Instrument
0.59024025,Edge-Tools/plier4.jpg,Emblem
0.53143383,Edge-Tools/plier4.jpg,Label
0.53143383,Edge-Tools/plier4.jpg,Text
0.515162811,Edge-Tools/plier4.jpg,Poster
0.507871552,Edge-Tools/plier4.jpg,Brochure
0.507871552,Edge-Tools/plier4.jpg,Flyer
0.507871552,Edge-Tools/plier4.jpg,Paper
0.506273499,Edge-Tools/plier4.jpg,Building
0.506273499,Edge-Tools/plier4.jpg,City
0.506273499,Edge-Tools/plier4.jpg,Metropolis
0.506273499,Edge-Tools/plier4.jpg,Town
0.506273499,Edge-Tools/plier4.jpg,Urban
0.564652863,Edge-Tools/plier5.jpg,Emblem
0.530981369,Edge-Tools/plier5.jpg,Ct Scan
0.530981369,Edge-Tools/plier5.jpg,X-Ray
0.515162888,Edge-Tools/plier5.jpg,Bass Guitar
0.515162888,Edge-Tools/plier5.jpg,Guitar
0.515162888,Edge-Tools/plier5.jpg,Leisure Activities
0.515162888,Edge-Tools/plier5.jpg,Music
0.515162888,Edge-Tools/plier5.jpg,Musical Instrument
0.941614532,Edge-Tools/saw1.jpg,Beverage
0.941614532,Edge-Tools/saw1.jpg,Coke
0.941614532,Edge-Tools/saw1.jpg,Drink
0.508773918,Edge-Tools/saw2.jpg,Diamond
0.508773918,Edge-Tools/saw2.jpg,Gemstone
0.508773918,Edge-Tools/saw2.jpg,Jewelry
0.508773918,Edge-Tools/saw2.jpg,Ornament
0.538017159,Edge-Tools/saw3.jpg,Lighting
0.505051918,Edge-Tools/saw3.jpg,Urban
,Edge-Tools/saw4.jpg,No Result
0.880719452,Edge-Tools/saw5.jpg,Light
0.880719452,Edge-Tools/saw5.jpg,Neon
0.508384781,Edge-Tools/saw5.jpg,Lighting
0.506914978,Edge-Tools/saw5.jpg,Text
,Edge-Tools/scissor1.jpg,No Result
0.726403885,Edge-Tools/scissor2.jpg,Light
0.89250206,Edge-Tools/scissor3.jpg,Key
0.697739487,Edge-Tools/scissor4.jpg,Light
0.508367615,Edge-Tools/scissor4.jpg,Glasses
0.781293488,Edge-Tools/scissor5.jpg,Ornament
0.781293488,Edge-Tools/scissor5.jpg,Pendant
0.50674469,Edge-Tools/scissor5.jpg,Emblem
,Edge-Tools/screw1.jpg,No Result
0.561416283,Edge-Tools/screw2.jpg,Night
0.561416283,Edge-Tools/screw2.jpg,Outdoors
,Edge-Tools/screw3.jpg,No Result
0.95017395,Edge-Tools/screw4.jpg,Guitar
0.95017395,Edge-Tools/screw4.jpg,Leisure Activities
0.95017395,Edge-Tools/screw4.jpg,Music
0.95017395,Edge-Tools/screw4.jpg,Musical Instrument
0.767384262,Edge-Tools/screw5.jpg,Emblem
0.767384262,Edge-Tools/screw5.jpg,Spear
0.767384262,Edge-Tools/screw5.jpg,Trident
0.767384262,Edge-Tools/screw5.jpg,Weapon
0.511705856,Edge-Tools/shovel1.jpg,Emblem
0.784407654,Edge-Tools/shovel2.jpg,Ornament
0.784407654,Edge-Tools/shovel2.jpg,Pendant
0.771098709,Edge-Tools/shovel3.jpg,Bling
0.771098709,Edge-Tools/shovel3.jpg,Jewelry
0.771098709,Edge-Tools/shovel3.jpg,Ornament
0.542140236,Edge-Tools/shovel4.jpg,Bling
0.542140236,Edge-Tools/shovel4.jpg,Jewelry
0.542140236,Edge-Tools/shovel4.jpg,Ornament
0.53560276,Edge-Tools/shovel4.jpg,Emblem
0.613334236,Edge-Tools/shovel5.jpg,Bling
0.613334236,Edge-Tools/shovel5.jpg,Jewelry
0.613334236,Edge-Tools/shovel5.jpg,Ornament
0.524217377,Edge-Tools/shovel5.jpg,Emblem
0.509728775,Edge-Tools/shovel5.jpg,Pendant
,Edge-Tools/tape1.jpg,No Result
0.618745918,Edge-Tools/tape2.jpg,Candy
0.618745918,Edge-Tools/tape2.jpg,Confectionery
0.618745918,Edge-Tools/tape2.jpg,Food
0.618745918,Edge-Tools/tape2.jpg,Lollipop
0.618745918,Edge-Tools/tape2.jpg,Sweets
0.505863495,Edge-Tools/tape2.jpg,Art
0.641871185,Edge-Tools/tape3.jpg,Bling
0.641871185,Edge-Tools/tape3.jpg,Jewelry
0.641871185,Edge-Tools/tape3.jpg,Ornament
0.791288528,Edge-Tools/tape4.jpg,Clothing
0.791288528,Edge-Tools/tape4.jpg,Footwear
0.791288528,Edge-Tools/tape4.jpg,Running Shoe
0.791288528,Edge-Tools/tape4.jpg,Shoe
0.557043304,Edge-Tools/tape4.jpg,Bling
0.557043304,Edge-Tools/tape4.jpg,Jewelry
0.557043304,Edge-Tools/tape4.jpg,Ornament
0.542034569,Edge-Tools/tape4.jpg,Baseball Cap
0.542034569,Edge-Tools/tape4.jpg,Cap
0.542034569,Edge-Tools/tape4.jpg,Hat
0.53987606,Edge-Tools/tape4.jpg,Alcohol
0.53987606,Edge-Tools/tape4.jpg,Beer
0.53987606,Edge-Tools/tape4.jpg,Beer Bottle
0.53987606,Edge-Tools/tape4.jpg,Beverage
0.53987606,Edge-Tools/tape4.jpg,Bottle
0.53987606,Edge-Tools/tape4.jpg,Drink
0.530955963,Edge-Tools/tape4.jpg,Crowd
0.530955963,Edge-Tools/tape4.jpg,Festival
0.530955963,Edge-Tools/tape4.jpg,Human
0.530955963,Edge-Tools/tape4.jpg,Person
0.566635895,Edge-Tools/tape5.jpg,Bling
0.566635895,Edge-Tools/tape5.jpg,Jewelry
0.566635895,Edge-Tools/tape5.jpg,Ornament
0.549569778,Edge-Tools/tape5.jpg,Gemstone
0.549569778,Edge-Tools/tape5.jpg,Sapphire
0.841774521,Edge-Tools/wrench1.jpg,Wrench
0.683089294,Edge-Tools/wrench2.jpg,Sword
0.683089294,Edge-Tools/wrench2.jpg,Weapon
,Edge-Tools/wrench3.jpg,No Result
0.538117065,Edge-Tools/wrench4.jpg,Bling
0.538117065,Edge-Tools/wrench4.jpg,Jewelry
0.538117065,Edge-Tools/wrench4.jpg,Ornament
0.58910202,Edge-Tools/wrench5.jpg,Horn
0.58910202,Edge-Tools/wrench5.jpg,Leisure Activities
0.58910202,Edge-Tools/wrench5.jpg,Music
0.58910202,Edge-Tools/wrench5.jpg,Musical Instrument
0.690350647,Edge-White-Tools/axe1.jpg,Diagram
0.580410194,Edge-White-Tools/axe1.jpg,Letter
0.580410194,Edge-White-Tools/axe1.jpg,Text
0.544947739,Edge-White-Tools/axe2.jpg,Letter
0.544947739,Edge-White-Tools/axe2.jpg,Text
0.509035187,Edge-White-Tools/axe2.jpg,Hand
0.596865997,Edge-White-Tools/axe3.jpg,Art
0.596865997,Edge-White-Tools/axe3.jpg,Doodle
0.596865997,Edge-White-Tools/axe3.jpg,Drawing
0.533219147,Edge-White-Tools/axe3.jpg,Diagram
0.522013664,Edge-White-Tools/axe3.jpg,Letter
0.522013664,Edge-White-Tools/axe3.jpg,Text
0.509336586,Edge-White-Tools/axe3.jpg,Plan
0.560695992,Edge-White-Tools/axe4.jpg,Letter
0.560695992,Edge-White-Tools/axe4.jpg,Text
0.513815346,Edge-White-Tools/axe5.jpg,Lamp
0.698943863,Edge-White-Tools/flash1.jpg,Bracelet
0.698943863,Edge-White-Tools/flash1.jpg,Jewelry
0.698943863,Edge-White-Tools/flash1.jpg,Ornament
0.507817802,Edge-White-Tools/flash2.jpg,Hand
0.737838974,Edge-White-Tools/flash3.jpg,Letter
0.737838974,Edge-White-Tools/flash3.jpg,Text
